4.588E-14	3.614
9.175E-14	3.614
1.376E-13	3.614
1.835E-13	3.614
2.294E-13	3.614
2.753E-13	3.614
3.211E-13	3.614
3.670E-13	3.614
4.129E-13	3.614
4.588E-13	3.614
5.046E-13	3.614
5.505E-13	3.614
5.964E-13	3.614
6.423E-13	3.614
6.881E-13	3.614
7.340E-13	3.614
7.799E-13	3.614
8.258E-13	3.614
8.716E-13	3.614
9.175E-13	3.614
9.634E-13	3.614
1.009E-12	3.614
1.055E-12	3.614
1.101E-12	3.614
1.147E-12	3.616
1.193E-12	3.616
1.239E-12	3.616
1.285E-12	3.616
1.330E-12	3.616
1.376E-12	3.614
1.422E-12	3.614
1.468E-12	3.614
1.514E-12	3.614
1.560E-12	3.614
1.606E-12	3.614
1.652E-12	3.614
1.697E-12	3.614
1.743E-12	3.614
1.789E-12	3.614
1.835E-12	3.614
1.881E-12	3.612
1.927E-12	3.612
1.973E-12	3.612
2.019E-12	3.612
2.064E-12	3.61
2.110E-12	3.61
2.156E-12	3.608
2.202E-12	3.608
2.248E-12	3.606
2.294E-12	3.606
2.340E-12	3.604
2.386E-12	3.604
2.431E-12	3.602
2.477E-12	3.602
2.523E-12	3.6
2.569E-12	3.598
2.615E-12	3.598
2.661E-12	3.596
2.707E-12	3.594
2.753E-12	3.594
2.798E-12	3.592
2.844E-12	3.59
2.890E-12	3.59
2.936E-12	3.588
2.982E-12	3.586
3.028E-12	3.586
3.074E-12	3.584
3.120E-12	3.582
3.165E-12	3.58
3.211E-12	3.578
3.257E-12	3.576
3.303E-12	3.574
3.349E-12	3.572
3.395E-12	3.57
3.441E-12	3.568
3.487E-12	3.566
3.532E-12	3.564
3.578E-12	3.56
3.624E-12	3.558
3.670E-12	3.556
3.716E-12	3.554
3.762E-12	3.554
3.808E-12	3.552
3.854E-12	3.55
3.899E-12	3.55
3.945E-12	3.55
3.991E-12	3.55
4.037E-12	3.55
4.083E-12	3.55
4.129E-12	3.552
4.175E-12	3.552
4.221E-12	3.554
4.266E-12	3.556
4.312E-12	3.558
4.358E-12	3.56
4.404E-12	3.562
4.450E-12	3.564
4.496E-12	3.566
4.542E-12	3.568
4.588E-12	3.568
4.633E-12	3.568
4.679E-12	3.568
4.725E-12	3.566
4.771E-12	3.564
4.817E-12	3.562
4.863E-12	3.558
4.909E-12	3.554
4.955E-12	3.548
5.000E-12	3.542
5.046E-12	3.536
5.092E-12	3.53
5.138E-12	3.524
5.184E-12	3.518
5.230E-12	3.512
5.276E-12	3.504
5.322E-12	3.498
5.367E-12	3.494
5.413E-12	3.488
5.459E-12	3.484
5.505E-12	3.48
5.551E-12	3.478
5.597E-12	3.476
5.643E-12	3.476
5.689E-12	3.476
5.734E-12	3.476
5.780E-12	3.478
5.826E-12	3.48
5.872E-12	3.484
5.918E-12	3.488
5.964E-12	3.492
6.010E-12	3.496
6.056E-12	3.5
6.101E-12	3.506
6.147E-12	3.51
6.193E-12	3.514
6.239E-12	3.518
6.285E-12	3.522
6.331E-12	3.526
6.377E-12	3.528
6.423E-12	3.532
6.468E-12	3.534
6.514E-12	3.536
6.560E-12	3.538
6.606E-12	3.54
6.652E-12	3.542
6.698E-12	3.542
6.744E-12	3.544
6.790E-12	3.546
6.835E-12	3.548
6.881E-12	3.55
6.927E-12	3.552
6.973E-12	3.556
7.019E-12	3.56
7.065E-12	3.562
7.111E-12	3.568
7.157E-12	3.572
7.202E-12	3.576
7.248E-12	3.582
7.294E-12	3.586
7.340E-12	3.592
7.386E-12	3.598
7.432E-12	3.602
7.478E-12	3.608
7.524E-12	3.612
7.569E-12	3.618
7.615E-12	3.622
7.661E-12	3.626
7.707E-12	3.628
7.753E-12	3.63
7.799E-12	3.632
7.845E-12	3.634
7.891E-12	3.636
7.936E-12	3.636
7.982E-12	3.636
8.028E-12	3.634
8.074E-12	3.634
8.120E-12	3.634
8.166E-12	3.632
8.212E-12	3.63
8.258E-12	3.63
8.303E-12	3.628
8.349E-12	3.628
8.395E-12	3.626
8.441E-12	3.626
8.487E-12	3.626
8.533E-12	3.626
8.579E-12	3.626
8.625E-12	3.626
8.670E-12	3.626
8.716E-12	3.628
8.762E-12	3.628
8.808E-12	3.63
8.854E-12	3.63
8.900E-12	3.632
8.946E-12	3.632
8.992E-12	3.634
9.037E-12	3.634
9.083E-12	3.634
9.129E-12	3.634
9.175E-12	3.634
9.221E-12	3.632
9.267E-12	3.632
9.313E-12	3.63
9.359E-12	3.63
9.404E-12	3.628
9.450E-12	3.626
9.496E-12	3.624
9.542E-12	3.622
9.588E-12	3.62
9.634E-12	3.618
9.680E-12	3.616
9.726E-12	3.614
9.771E-12	3.612
9.817E-12	3.61
9.863E-12	3.61
9.909E-12	3.61
9.955E-12	3.61
1.000E-11	3.61
1.005E-11	3.612
1.009E-11	3.612
1.014E-11	3.614
1.018E-11	3.616
1.023E-11	3.62
1.028E-11	3.622
1.032E-11	3.624
1.037E-11	3.626
1.041E-11	3.628
1.046E-11	3.628
1.051E-11	3.63
1.055E-11	3.63
1.060E-11	3.628
1.064E-11	3.628
1.069E-11	3.626
1.073E-11	3.622
1.078E-11	3.62
1.083E-11	3.616
1.087E-11	3.612
1.092E-11	3.608
1.096E-11	3.604
1.101E-11	3.6
1.106E-11	3.598
1.110E-11	3.594
1.115E-11	3.592
1.119E-11	3.59
1.124E-11	3.588
1.129E-11	3.588
1.133E-11	3.588
1.138E-11	3.59
1.142E-11	3.59
1.147E-11	3.594
1.151E-11	3.596
1.156E-11	3.6
1.161E-11	3.604
1.165E-11	3.608
1.170E-11	3.612
1.174E-11	3.616
1.179E-11	3.62
1.184E-11	3.624
1.188E-11	3.626
1.193E-11	3.628
1.197E-11	3.63
1.202E-11	3.632
1.207E-11	3.632
1.211E-11	3.63
1.216E-11	3.628
1.220E-11	3.626
1.225E-11	3.62
1.229E-11	3.616
1.234E-11	3.61
1.239E-11	3.604
1.243E-11	3.598
1.248E-11	3.592
1.252E-11	3.584
1.257E-11	3.578
1.262E-11	3.572
1.266E-11	3.566
1.271E-11	3.56
1.275E-11	3.556
1.280E-11	3.55
1.285E-11	3.546
1.289E-11	3.544
1.294E-11	3.54
1.298E-11	3.538
1.303E-11	3.536
1.307E-11	3.534
1.312E-11	3.534
1.317E-11	3.534
1.321E-11	3.534
1.326E-11	3.534
1.330E-11	3.536
1.335E-11	3.536
1.340E-11	3.538
1.344E-11	3.542
1.349E-11	3.544
1.353E-11	3.548
1.358E-11	3.552
1.362E-11	3.556
1.367E-11	3.56
1.372E-11	3.566
1.376E-11	3.57
1.381E-11	3.574
1.385E-11	3.58
1.390E-11	3.584
1.395E-11	3.588
1.399E-11	3.59
1.404E-11	3.592
1.408E-11	3.594
1.413E-11	3.596
1.418E-11	3.596
1.422E-11	3.594
1.427E-11	3.592
1.431E-11	3.588
1.436E-11	3.584
1.440E-11	3.58
1.445E-11	3.574
1.450E-11	3.568
1.454E-11	3.562
1.459E-11	3.554
1.463E-11	3.546
1.468E-11	3.54
1.473E-11	3.532
1.477E-11	3.524
1.482E-11	3.518
1.486E-11	3.51
1.491E-11	3.506
1.496E-11	3.5
1.500E-11	3.496
1.505E-11	3.492
1.509E-11	3.49
1.514E-11	3.488
1.518E-11	3.486
1.523E-11	3.486
1.528E-11	3.486
1.532E-11	3.488
1.537E-11	3.49
1.541E-11	3.494
1.546E-11	3.496
1.551E-11	3.5
1.555E-11	3.504
1.560E-11	3.51
1.564E-11	3.514
1.569E-11	3.518
1.574E-11	3.524
1.578E-11	3.528
1.583E-11	3.532
1.587E-11	3.536
1.592E-11	3.54
1.596E-11	3.544
1.601E-11	3.546
1.606E-11	3.548
1.610E-11	3.55
1.615E-11	3.55
1.619E-11	3.55
1.624E-11	3.55
1.629E-11	3.55
1.633E-11	3.55
1.638E-11	3.548
1.642E-11	3.548
1.647E-11	3.546
1.652E-11	3.546
1.656E-11	3.546
1.661E-11	3.544
1.665E-11	3.544
1.670E-11	3.544
1.674E-11	3.546
1.679E-11	3.546
1.684E-11	3.548
1.688E-11	3.548
1.693E-11	3.55
1.697E-11	3.552
1.702E-11	3.554
1.707E-11	3.556
1.711E-11	3.558
1.716E-11	3.56
1.720E-11	3.562
1.725E-11	3.562
1.729E-11	3.564
1.734E-11	3.566
1.739E-11	3.566
1.743E-11	3.566
1.748E-11	3.568
1.752E-11	3.568
1.757E-11	3.57
1.762E-11	3.572
1.766E-11	3.572
1.771E-11	3.574
1.775E-11	3.578
1.780E-11	3.58
1.785E-11	3.584
1.789E-11	3.588
1.794E-11	3.592
1.798E-11	3.598
1.803E-11	3.604
1.807E-11	3.61
1.812E-11	3.618
1.817E-11	3.624
1.821E-11	3.632
1.826E-11	3.638
1.830E-11	3.646
1.835E-11	3.652
1.840E-11	3.658
1.844E-11	3.664
1.849E-11	3.668
1.853E-11	3.67
1.858E-11	3.674
1.863E-11	3.674
1.867E-11	3.674
1.872E-11	3.672
1.876E-11	3.67
1.881E-11	3.666
1.885E-11	3.66
