 -1.6806722689075631e+013	  1.9984014443252818e-014	
 -1.6724738675958189e+013	  1.0986262774974505e+000	
 -1.6642754662840746e+013	  1.0777252437755877e+001	
 -1.6560770649723305e+013	  2.1171618922827782e+000	
 -1.6478786636605863e+013	  3.2897683921553638e+000	
 -1.6396802623488420e+013	  2.1660850660923607e+000	
 -1.6314818610370979e+013	  1.6093269834135429e+000	
 -1.6232834597253535e+013	  6.1841669050994130e-001	
 -1.6150850584136094e+013	  3.2001699347062056e+000	
 -1.6068866571018652e+013	  2.2846891382181891e+000	
 -1.5986882557901209e+013	  2.3732638396570382e+000	
 -1.5904898544783768e+013	  2.9423093562565450e-001	
 -1.5822914531666326e+013	  1.8009552415318888e+000	
 -1.5740930518548883e+013	  4.7218111648211103e-001	
 -1.5658946505431441e+013	  1.4326221470934088e+000	
 -1.5576962492314000e+013	  6.0193111533494603e-001	
 -1.5494978479196557e+013	  2.3872558256999507e-001	
 -1.5412994466079115e+013	  4.7548760853055760e-001	
 -1.5331010452961672e+013	  2.9413972335932148e-001	
 -1.5249026439844230e+013	  2.0044861449824003e-001	
 -1.5167042426726789e+013	  1.7440330361689652e-001	
 -1.5085058413609348e+013	  2.2633446723201983e-001	
 -1.5003074400491904e+013	  1.4364077909893613e-001	
 -1.4921090387374463e+013	  1.9829968491360031e-001	
 -1.4839106374257020e+013	  1.5531438659664384e-001	
 -1.4757122361139578e+013	  1.3781631523762861e-001	
 -1.4675138348022137e+013	  1.4543066791627382e-001	
 -1.4593154334904693e+013	  1.5098468621690569e-001	
 -1.4511170321787252e+013	  1.3551614406548679e-001	
 -1.4429186308669809e+013	  1.1842863300378370e-001	
 -1.4347202295552367e+013	  1.0217889247931941e-001	
 -1.4265218282434926e+013	  1.1298121267726086e-001	
 -1.4183234269317484e+013	  9.5530893557612157e-002	
 -1.4101250256200041e+013	  8.2431140023187438e-002	
 -1.4019266243082600e+013	  8.2759184638246455e-002	
 -1.3937282229965156e+013	  9.2026575790566056e-002	
 -1.3855298216847715e+013	  8.4109524692033685e-002	
 -1.3773314203730273e+013	  1.0250492708469705e-001	
 -1.3691330190612830e+013	  7.3414369111953953e-002	
 -1.3609346177495389e+013	  7.8325783314819750e-002	
 -1.3527362164377945e+013	  8.1652456106516655e-002	
 -1.3445378151260504e+013	  8.6811511669164593e-002	
 -1.3363394138143062e+013	  9.5177805015771541e-002	
 -1.3281410125025621e+013	  7.7408061886777735e-002	
 -1.3199426111908178e+013	  6.2919567991892494e-002	
 -1.3117442098790736e+013	  7.0381488069529902e-002	
 -1.3035458085673293e+013	  6.6784074924901307e-002	
 -1.2953474072555852e+013	  6.8775771177023701e-002	
 -1.2871490059438410e+013	  5.5235222071619586e-002	
 -1.2789506046320969e+013	  6.7937723260763860e-002	
