1606.500	2.545	3.548
1621.375	2.537	3.542
1636.250	2.536	3.536
1651.125	2.535	3.530
1666.000	2.535	3.524
1680.875	2.533	3.518
1695.750	2.525	3.512
1710.625	2.532	3.504
1725.500	2.530	3.498
1740.375	2.530	3.494
1755.250	2.529	3.488
1770.125	2.536	3.484
1785.000	2.528	3.480
1799.875	2.527	3.478
1814.750	2.527	3.476
1829.625	2.526	3.476
1844.500	2.533	3.476
1859.375	2.533	3.476
1874.250	2.533	3.478
1889.125	2.533	3.480
1904.000	2.533	3.484
1918.875	2.541	3.488
1933.750	2.541	3.492
1948.625	2.541	3.496
1963.500	2.541	3.500
1978.375	2.542	3.506
1993.250	2.543	3.510
2008.125	2.543	3.514
2023.000	2.545	3.518
2037.875	2.546	3.522
2052.750	2.547	3.526
2067.625	2.555	3.528
2082.500	2.556	3.532
2097.375	2.558	3.534
2112.250	2.559	3.536
2127.125	2.560	3.538
2142.000	2.562	3.540
2156.875	2.563	3.542
2171.750	2.565	3.542
2186.625	2.566	3.544
2201.500	2.560	3.546
2216.375	2.569	3.548
2231.250	2.563	3.550
2246.125	2.564	3.552
2261.000	2.566	3.556
2275.875	2.559	3.560
2290.750	2.561	3.562
2305.625	2.555	3.568
2320.500	2.556	3.572
2335.375	2.550	3.576
2350.250	2.551	3.582
2365.125	2.545	3.586
2380.000	2.546	3.592
2394.875	2.540	3.598
2409.750	2.541	3.602
2424.625	2.535	3.608
2439.500	2.529	3.612
2454.375	2.523	3.618
2469.250	2.518	3.622
2484.125	2.518	3.626
2499.000	2.513	3.628
2513.875	2.514	3.630
2528.750	2.501	3.632
2543.625	2.496	3.634
2558.500	2.490	3.636
2573.375	2.484	3.636
2588.250	2.493	3.636
2603.125	2.487	3.634
2618.000	2.482	3.634
2632.875	2.476	3.634
2647.750	2.477	3.632
2662.625	2.472	3.630
2677.500	2.473	3.630
2692.375	2.474	3.628
2707.250	2.475	3.628
2722.125	2.476	3.626
2737.000	2.477	3.626
2751.875	2.477	3.626
2766.750	2.484	3.626
2781.625	2.484	3.626
2796.500	2.490	3.626
2811.375	2.489	3.626
2826.250	2.495	3.628
2841.125	2.501	3.628
2856.000	2.506	3.630
2870.875	2.511	3.630
2885.750	2.508	3.632
2900.625	2.520	3.632
2915.500	2.525	3.634
2930.375	2.529	3.634
2945.250	2.533	3.634
2960.125	2.538	3.634
2975.000	2.542	3.634
2989.875	2.539	3.632
3004.750	2.551	3.632
3019.625	2.549	3.630
3034.500	2.554	3.630
3049.375	2.552	3.628
3064.250	2.558	3.626
3079.125	2.557	3.624
3094.000	2.556	3.622
3108.875	2.556	3.620
3123.750	2.556	3.618
3138.625	2.556	3.616
3153.500	2.556	3.614
3168.375	2.558	3.612
3183.250	2.558	3.610
3198.125	2.560	3.610
3213.000	2.554	3.610
3227.875	2.556	3.610
3242.750	2.551	3.610
3257.625	2.546	3.612
3272.500	2.547	3.612
3287.375	2.541	3.614
3302.250	2.536	3.616
3317.125	2.544	3.620
3332.000	2.530	3.622
3346.875	2.531	3.624
3361.750	2.531	3.626
3376.625	2.524	3.628
3391.500	2.524	3.628
3406.375	2.523	3.630
3421.250	2.523	3.630
3436.125	2.522	3.628
3451.000	2.514	3.628
3465.875	2.513	3.626
3480.750	2.512	3.622
3495.625	2.504	3.620
3510.500	2.504	3.616
3525.375	2.503	3.612
3540.250	2.503	3.608
3555.125	2.496	3.604
3570.000	2.497	3.600
3584.875	2.490	3.598
3599.750	2.498	3.594
3614.625	2.492	3.592
3629.500	2.486	3.590
3644.375	2.495	3.588
3659.250	2.490	3.588
3674.125	2.492	3.588
3689.000	2.494	3.590
3703.875	2.496	3.590
3718.750	2.498	3.594
3733.625	2.500	3.596
3748.500	2.494	3.600
3763.375	2.496	3.604
3778.250	2.503	3.608
3793.125	2.504	3.612
3808.000	2.505	3.616
3822.875	2.505	3.620
3837.750	2.504	3.624
3852.625	2.510	3.626
3867.500	2.509	3.628
3882.375	2.507	3.630
3897.250	2.512	3.632
3912.125	2.510	3.632
3927.000	2.514	3.630
3941.875	2.510	3.628
3956.750	2.514	3.626
3971.625	2.517	3.620
3986.500	2.514	3.616
4001.375	2.517	3.610
4016.250	2.514	3.604
4031.125	2.518	3.598
4046.000	2.522	3.592
4060.875	2.519	3.584
4075.750	2.523	3.578
4090.625	2.521	3.572
4105.500	2.533	3.566
4120.375	2.532	3.560
4135.250	2.537	3.556
4150.125	2.536	3.550
4165.000	2.543	3.546
4179.875	2.550	3.544
4194.750	2.549	3.540
4209.625	2.550	3.538
4224.500	2.557	3.536
4239.375	2.558	3.534
4254.250	2.567	3.534
4269.125	2.568	3.534
4284.000	2.569	3.534
4298.875	2.563	3.534
4313.750	2.564	3.536
4328.625	2.566	3.536
4343.500	2.560	3.538
4358.375	2.562	3.542
4373.250	2.564	3.544
4388.125	2.558	3.548
4403.000	2.559	3.552
4417.875	2.554	3.556
4432.750	2.555	3.560
4447.625	2.550	3.566
4462.500	2.544	3.570
4477.375	2.538	3.574
4492.250	2.540	3.580
4507.125	2.535	3.584
4522.000	2.536	3.588
4536.875	2.531	3.590
4551.750	2.525	3.592
4566.625	2.527	3.594
4581.500	2.521	3.596
4596.375	2.522	3.596
4611.250	2.517	3.594
4626.125	2.517	3.592
4641.000	2.525	3.588
4655.875	2.519	3.584
4670.750	2.519	3.580
4685.625	2.519	3.574
4700.500	2.518	3.568
4715.375	2.517	3.562
4730.250	2.509	3.554
4745.125	2.508	3.546
4760.000	2.512	3.540
4774.875	2.510	3.532
4789.750	2.507	3.524
4804.625	2.498	3.518
4819.500	2.502	3.510
4834.375	2.498	3.506
4849.250	2.502	3.500
4864.125	2.499	3.496
4879.000	2.503	3.492
4893.875	2.500	3.490
4908.750	2.497	3.488
4923.625	2.501	3.486
4938.500	2.506	3.486
4953.375	2.511	3.486
4968.250	2.518	3.488
4983.125	2.524	3.490
4998.000	2.531	3.494
5012.875	2.538	3.496
5027.750	2.545	3.500
5042.625	2.554	3.504
5057.500	2.562	3.510
5072.375	2.578	3.514
5087.250	2.579	3.518
5102.125	2.589	3.524
5117.000	2.598	3.528
5131.875	2.599	3.532
5146.750	2.608	3.536
5161.625	2.618	3.540
5176.500	2.619	3.544
5191.375	2.620	3.546
5206.250	2.615	3.548
5221.125	2.616	3.550
5236.000	2.617	3.550
5250.875	2.617	3.550
5265.750	2.611	3.550
5280.625	2.611	3.550
5295.500	2.604	3.550
5310.375	2.597	3.548
5325.250	2.576	3.548
5340.125	2.568	3.546
5355.000	2.561	3.546
5369.875	2.554	3.546
5384.750	2.539	3.544
5399.625	2.532	3.544
5414.500	2.518	3.544
5429.375	2.511	3.546
5444.250	2.504	3.546
5459.125	2.497	3.548
5474.000	2.491	3.548
5488.875	2.484	3.550
5503.750	2.485	3.552
5518.625	2.478	3.554
5533.500	2.480	3.556
5548.375	2.481	3.558
5563.250	2.482	3.560
5578.125	2.483	3.562
5593.000	2.491	3.562
5607.875	2.499	3.564
5622.750	2.501	3.566
5637.625	2.508	3.566
5652.500	2.516	3.566
5667.375	2.524	3.568
5682.250	2.517	3.568
5697.125	2.524	3.570
5712.000	2.531	3.572
5726.875	2.539	3.572
5741.750	2.546	3.574
5756.625	2.539	3.578
5771.500	2.545	3.580
5786.375	2.552	3.584
5801.250	2.545	3.588
5816.125	2.552	3.592
5831.000	2.545	3.598
5845.875	2.552	3.604
5860.750	2.545	3.610
5875.625	2.545	3.618
5890.500	2.538	3.624
5905.375	2.538	3.632
5920.250	2.538	3.638
5935.125	2.539	3.646
5950.000	2.532	3.652
5964.875	2.532	3.658
5979.750	2.532	3.664
5994.625	2.533	3.668
6009.500	2.526	3.670
6024.375	2.526	3.674
6039.250	2.526	3.674
6054.125	2.526	3.674
6069.000	2.526	3.672
6083.875	2.526	3.670
6098.750	2.526	3.666
6113.625	2.525	3.660
